,,,,,,,,
Programme,LIEN,NBLM,AUDIO,INFO,PDF,SLIDE,VIDEO,Suivi
08 - 📸 195_DGT_B8_M00_S008 - Marketing de contenu,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VPRXJjj84CU_ynGhLReIgge99MqgLQSwZesY8n0bANmu8JIn9sOEPpUtE-R8dVe0VPGyHrxiTXSdmSlfX92nvpSp_vdT6V7DC6XUaioNi3hwQdXTugz7zVk0eD2m5FyS2I5LZluF8L8bELQbqk9D9t8__ki5IQo_HkqewgTxTaf_e-Xq_ViOyfna8Jgd_dK4kY0fEct_Db6Lp6Eb9Ue3y4JBQdb3ET-BqwxZVjXVhHHV7XJr8NiejFEk5GnwdVwdTg3svfuOcwfEJvkgUZx-ZwEl7-fE7BqJ9oVjtllEb-xTu7nsr-_TZThjkscxtHFldVm7PETffMGsAChgvCGwlVlzJNhMI_kTM-jki-MmHCbGFLdhEs-DaxCalXMnT-93fAQvhq7cEwXf-cvGYtEKg85npuZZx-TngqbEMUarOrdQyBMsjF_vRE2qRNyohD0u_R7URe19oRt6DFsOj6z59A5S6tHC-HQVo318RYA3xMP1afotnOnGypymOreOCHr5araJ7kOehOqosFCnpKlxE1wZDag2QJKznYN8WyDn32NAN1DgiTtan4eJb86Bg-OGlpuR4wYcnQ8oZa4MOwsMoZaqcH6QIgCFiaAzK7e9CdDIVniFFqokXa7QgnNJaamjT8Q6nI_Y0a7BrgxrW-vPwg-5YyN6vPvMgvNIR5vqlfTq7FJIqZ1T_IKnj-fo0jishLQQjXi6qjWAo0Jq2_GS2hdTXCpq7lIBSA0PYjVK6EW5imR9hL3lRBsxJNN7NmcFD5DMFaFpKXM1-PhoxKRvhjpWdAIho0JCK2vKeM5rJ-X0wsCgB4DghF8C3DkZYggSL5ZC1JrgD5O2oCn7IUPAFPZTAVMYJrrNK0ovHZ5b3RpT5FHdXVj3wYTVai-UiTrZ5DkVkxlecGPqRJzMskU91fTDOpqGDhvuz9MK600p9Q5qG9ZvWWhv_ub7Q0mKRWJAxSO4njGEYQr8PdwuLzMyh6SiuAQyBjq0W1Rc-KA6GlgQSB4RkiLk1_QZJxsuv-pr627Ns-JGnOz9D_MT7ihSPNTjyjFLSaY3cMbOK5QVE36Qq6uNhCZVeYoWGBTm_zFkD_KZQZVu0M3dMHnFa5Nb2jM2B6UOZF7HMg7YgugfDAzadYjLbFXSA5CMgXnAGyKz6p6n1u9EqbHbP9y15qz6prrCqkx7RjidtA_Ll19f9IMMXvMHz9F4ZXSpQTJY-5AnyZl1pd4JYNtvJ1QwGCX5WJ8WhjrwHRk_D4ZZTnwJ2g7KJMf9nYMBbdCm1dAijDrptwnx_I_4lm00,,,,,,"37,50%"
09 - 🛍️ 196_DGT_B8_M00_S009 - Marketing Digital,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/TLRjRk8u5FtFKrYQ7qCxWmRQqg7IQ3K1accrfKGDMrPQhIgJNC9L7JlhZmfsDG_4S_1YQnlQ3iwCAgJOvpZd-9vhfr-Lfb9No8kArgqlIcyO_DOwZCT8Iqahyb-B42uAy0-498BhaM12adUzoFtvsLlaS9YDkb4qJ5wv6VuBfDVtuvGM1VAIzCxyS49bYPpqkdvqBmmlHa9oa6-4DLQcccEXL-IixtZVxKyAeU_U70rf_bHAj_hWO3pe3I-xWTlv2ZKSkpexEtOryE__tlhowL29rWToUjgzwlIkBX_7tsQFmy7ZfDjzpBhTAz9nzfz0kvLZB55JTdfgLtpuwrroCKY6lR_jsjcc1aMiKuNQFY3N83beI_pWYQFu8XuvOcPnyenQ8WU77i6ft6qLS4qr2awmi8-eTzk0DH9S0pT4ETu_1aAOIYjHE1Nbn80JXYM7dpg1JYwg2cJUDFC0_6Xr8A8f4wK1KajH6DGgt0hb29A09ZL5g81hedRRt4XKpGsjg5u8hKA7GwlGi1L9ZJa3HVAL55nOYgj1KrvgMW8ftiEw1hj4XJju2xK0akzB6aejbyZGXt78Enb-lXWxQocZ6fP2LllKIr0-ilPeafsyXfuavt7NiUT25ga4fHnqXAM2RPuf0vw3hnKp9N8La6wAtPOoKWiZoS9kECJdGemEAORAJbNJR2NgXdHMspoGCXV83tqGiAOry8uIfeca89NWtBt0byZvK_PT3GzE7PURXW5RAzSzjSJTLbEK41h4gcQOknDWSpGQNvG2tlLkkm1PxfiCUSwCUebhtBz8d8NxtNQvsqfNPizgP_7qKnP7FsOrYFr9jWXftr5j930F7-4JeLKdP_QOXe3RGo4ujmLGf3r3pU0Z6OFA9TREz4cmOEWAPwdNiyajQL_tEjUN8UKED4F-XBnicen8EwKRodNJOvIlg7PTMVtARCIvuBaLhyt2LzXLFoHz4w9aGA92XUeHAuL4lQf07LWD3_6wjlL6tzSloO6HfFt7d-4kHq82cSE2FBYhrTRkTfH-9CdD-2CPtMPDTbLJZGjalYygOP_W9Uv1TDdtvT6IMhH4VwWck7uxxQ-13-Eh-BCZtu8Y5wcRFmBI_RtMcCLrC3L6fIKkpFu2I1dDuIIWkDDfEERqm96Y4hudGYzJLojbkvrooZOA6gucr6hbGBBvT1P0CucKsopiQY43B8EoUlskv0pjSoWTrRKK-SfTh5RSh9lIXcbq60jt9uLIFmEc5JyiyFaCeyl1QE2q9g2CzDyezXwMIqlof_mrc_EudzWWVqzlIFk65vZxvb74z_B9CUb-QadteDtbgEmF-JCeZKhvanwGtGUseoskN6EaGkdzw9Wremi6jWJEu4B8Ocy_Jlhd_Vs5PkfQIAr8P0eKpwWCCFLsayJ3EBPIPl5oUSqUVWdTqmB5CPeWgso6mBM4MgA2OpWJxjBsnxBr5NXn-2VkVm00,,,,,,"37,50%"
10 - 🧩 197_DGT_B8_M00_S010 - Miscellaneous,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VPRHRXkt4eRl_HG40fpOJWnBZfKeG70GQRKoT4uS-qW1Sd5G6FJkM9wKIsw6iwhT8W-Gj-Xbr5VevRvOIIuLoNGR18f4wPlbF__Ca7vhMH9NgCjArdjlBDyh-FTUN4zGBabMuhSz8RGf8NmGOceqPqOP4a_w8_ylVFiEDSHlHxtHQ3pzpYxmLn3zGLXVoh94lHJzax0ybxH4BVgzi9gRHfUP8Gsq1UwmQggFMFAjE1buxejxaJ7yVgjeB8kVb-IZeuB9i3z-sKlKVhn5XeUgJauUgXg6vt_PUtCSdTXx9WuF-xsZ_kjNLvEp3rVZuTLvhtUrwFLxuaYSeor0AQd1DFRmqD7F_lzaUZgSZli_kRXHKo8Bfr99KPYgQZGMaj5eKU8IMIfmCSz2J9QVvfcFcRJh6zGOA61nIQWBhC46SXVDzUUc_OF1Kr9BTMyX8RhjKJEG1h6o0kx2nmHpEnhDpg4bXeTXLKjYb0gvNIViJ9VjkWPTIbq4k2PeLc3JBB9RMTLMb4zbNQkOzACCpiqzQ2lsBJ8y5pkaVIweNLkGpTr14ZDtspSiD_R04Ms_ID15kouQyac84fmMetMx1fkQr5ad5XylFiJwJSUlJYSXYmSrcyIQYLbqz5yY3uPkgpYTliXxZoDZGC1skOlhJr0mtZWFJCEekhnb4JsGpE0YxK4Izh-cguqtu4OrTyvcr3U6giwyX9v79uKdGDbGOXqNFzQzczukDsQJFVV_Z_t3PjeoSkCZD2W52Nnk61eAsrRjccKLroK8Wk8MoBt-IR8r1Vht_L7f_5WXTOcdXfo1xQQg4RwNDYtFdJecwJvlQZiPd4vzffTa68hOHpkzibFBOTwFlKmCJkyFPtWRukH_MogmeZODkHYbvBKX6R9Eo4oM59-iRx04dOvTvFxR7ICrGOL0ma9Xl8Nx1Q65WqHmICsuVI6OR9FKjkZMDqTMXWDUIsiXuTwP9HO8AW3BBYX15lUMsszLtBAX5Q0_5mlO-3uSlHm4SQWCooM8YxfTaunT8_R7JRa4TZDrwS8qwkN1zqgCyzVvAnyRcRGI0TmbHqgPGdvFZS1QvrS1Dk5ckiIYAuoONym4i7kxIA3Cj7-otVIKzL0yHssgBvCAT4a851xbkfrC7TDv978XqHgjjwFCKDNMJocdEkCzN8LMEPEQEG7-8vNHGPexdfL4BzTPLFlCyLg1xQem7hqSPaElz1rMo623JB2r2vRNs2dPdo_ohVSlyi4qr2slQcNktM2AKNKjhPMbjormk-2Of0vNQGraGsaJu5pIvmO4XCT1GydFSxJ-vzgGiK7E2jsASDMkuRWcaygQa44MxUz2IPzxuRUyGwDJOI5DADWtH70w7a2riGcOcHByIS8aLn9J-GkfOxcsSvLgUc-ewhpDW1XlOfi-Dcksk13zqrwlB_PplKBouYlGVF0ttA0NkFQh1beY9CZ3dSJOPK5rWhHV2wFaTRm2pWX0_oBjhIjMrntvTF1Y46w1tNFXaimdO2kc3STwT_ESZ_FSivlxitmwgsfPS21saKj9ZFuq9D1ICsn7wNWpHqd4Y9sfkjaPuD0Kzj7MbMjsDDI1cT6Cke570kQm2Xrb-QWon50blqyDLOtQx2O8_E4YTTaLBO4VN92XoHjfSGKfDZlE9cB_4cjGg44KdRY3lRsteCluv_LV,,,,,,"37,50%"
11 - 🏆 198_DGT_B8_M00_S011 - Performance et Prestataires,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/TLPDRzj64BthLooGGor7TaN7IHqWAA8FAKXRnufa88UYC9RaY9nckSliXogto0_8loXwgcuzzDPR-SSwkwOKPQN242oIRsRVU_jcgPV6Scqhb7d5wyuBO-y5VDjfhyV82yqhzbk7CQbo25yOcoffHqeepHub0_yNxlw04jgxW_vWC9pki0ly5LZoD5pFU9wZB5Xo4IwlkIvGigGVhkRAoNoaj0Jz6R36obNlCBSbktZgSH_fevMoRpup6lBiVQ5zTSjWV9KCd_KZjkzAjF0bgukBBrbTXVuVEo--RfteF6QdfqbobZo_kXk_khqRNjrTz_jtYtwIi3Cs0xrKkk8o0mQMpJIGdPOZ_JyzfTh7FpwQNbvDXybFrELr3jBY4ZDkKKcFNpGR0Pc_8lJZW1vDBYSZZxwzhy6m_2kb2oxHL60y9W8D2f2PXm7BL5KvkMrU29Lo0UpaoRF-ltzrszAzseNLt3QR0WFnMglS1I8nxje9YsV6rRNIrh2JMgEqFVOBf3rMDPiSUVT_MPcwsMJ81Pfc4-Z7lKCzDULPoIrf1LDpAkp6m3c88CiGKJ26PBLgFxXcOteiLyOWwCF2LvhN9Pb75HZS9ybiXSQ147207cE1bWiWHel9JH1PSVqUB4MZnmpQ8zG6BaUrxUZzAPLLFLeZRpRgq9hNakxN87CklPjJ3IJDctLaYwO2rfYY2AJ1CbZNe2sI_0nJGPR61JDo2NmUFP5hBcYVTWleRXomaQR6V-esFQN2zK70vZniE_lWU61nLcjSHvWfyZsEcjGv6pOhmeqfwnoD1-LeQYMtqZfnC7VzbYY9EdgI4QZvP4lQ_91TqlPvgaZuwyKDUzxl9mU2AMwsL2HsePpEQ4yFz0ua5_S6o11AsjuiCvvP1y94y97WUhToA4h1A9GnRWWoAtsIAEbIkj2ovwqomDqw2idUeV30GpZ3miPBaDQqXyfq-Ctbs8kQeL2M5vup4tp_G0hg0dRwPD8FHuf6BWiHiAzGfDGqWFPHD-dFVl4b6Jbh5ysW6u6krJrugoTBKe_747CIvmJvjqNnp6zfDwRq1bVU0y-eZgZl0oVIQgWr-j5VSG5EzzXyCObNRJvzS5WJHkrKP4g8Xwync4OHQKpzu5A5RVx8IhyjcQfyvg42QG_eBXoL-D3DmOEs6OhRKYA8ec6ZjsDsCbBDFxR7thOpr6id8QPpuomASkjxBbCkU-nM4p7LOz-XvZr6Tws6OpOx-H1xcXkPdxcQLG2UM0ozvQdOMfqgdM-3D7vwEVNIfkBXsMptAc0ZYYYtkDgFqjKayUZad8sKpA3UlRpsduzuYQ13VBEIwm9C1DWVj1nM63yVQeGbonxMNyQBNvotr8wjFLY7dam3xQUcJ_HyhbnHab-PLXGMquqUNtCwLgobH1Yid0XhT6C2JywzyroWESwX-LHhSAljYrbQtVmj8DP83ZU_irlKeDd9S70RKvdoL6yF5qjg91ArcChbEHlZSkdCCHupmMNxbewUZD5OZQdR7JFRD_o14Xet5pY4uvXKT5w2pDiVYFy1,,,,,,"37,50%"
12 - 📣 199_DGT_B8_M00_S012 - Stratégie de communication,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VPRVRjis5CRlynG4UZ4dTU4uJLeNA8PAijqPJHhNCXOCGn7Gqh5o6edK-2ThDlG1ThsNg7Unbn3sNZkabJIcsg886f4_ajyvv-C9Nsd3bQbGv1MlzrvgSrl2ZtljznXveNZ5_jnZJCWS_2-CJQKmYIobOe-6aVldHqzHG3iQ7KPHFBrdK_m3sF34VyzvdgCesF38VvvnLQ1WmqF_jP1Mv8bK0jGNu2DMjhh0t5onenF7VQ8V9QLv-qLHpBFhGhdLhOBnQ1W_EmpKNboXWLrLHqUxgaP-_qzxBmTj9lOUiuE3uT6JuOiNb-FNoyjuT7bsU7YP7WwFs1EM6iLDioaG66d9P5LPWHatACN10Qrz_EkZwV5e6W_Vqoxdgm-G6LnhnoO1-zYpoUHuaZXsULi3SJ_8kpKEsM4IMGYa6TQRSbJkS25uywzHi1-GqNeDsGEIOmLglxETu0-P0Wa9H9qr6tFbafwUHOjbHr5QDviCr_YRXM3c3BHLV5L2gCmOm49yPMRHR7Y9seJZIwXggQ3iI9DvyxcabFs4pKPnbLqv6TsiHRDnn7hkNE4ItsSpOMX1yu_fit6pqQZwBChSL9YWSVIQeWu6J_aDvWKmC6G5G06gBVeqVduyTi8IfE2-K_7fzEdaiAqucRJ0XwBRoTZ8cFLYg-a0hPcHxExt_IwPx99KLssftY6PUF9kDYHtbBt56-3setUuYwQZB_dlRwlkfrblx7oWqHaI5UZEqPwg5LOqJVXCh4iB8WEhli5g87VdMte19KSTY9o3qb9mrfihkSQIhT4PVl-k6EEJuwcBP2ur6gSBAX26WN7ErBo01-KOJOQ-RfACfhamhdYMxQvq-0x_imyt7EIb2oaOFKFz5NQkmDw03bMSmfr2bfJDfdFkcrcQijuRW9hDo89OrINqoOgsndo_SuIiQ2yWVpGRqMmeHrIn4a6O49q9ZSML8HAqHF4DAZLItHeeInJ5hl2OQw1HEYfrrzjOvVjZnHLTolkgZA9d9xugT06nQZuRzRsB4azUJ9w_zvEWCgJS-chd5eqUfA1kC2EhxS8KXq5ZjuKhtOf4gbegRc3GLgUpme3omgK_Ov3oaYlgAI4uHS55XirdHR3l6AtR1mk2RMcuwUxT-fprJkLgTKjf6vm2pq7vJb-Ze4tQxCJHir4osdQsMn3QTnXRatQZxr92rZ-P-WoUKuYbPhEgTedSU687cQjjvUVltlRP_DsYtpPhrsER3Um7UBGcSrpnRMDxjw2avw33BKjEnJG6lBQ4AxEjtWrgD10gJBXmBIIoEKeYB9HTaSjcGnvtwwLmUowWBlbj02quxU1cvpBFk3QXh0J9sXN_HeR6MA0X8PspNT5yazDKT_T_RyepM4bvtVSkudttlhc6V2R2PANe8h-05PbcSZv89r67C0fuHULclL-aNTeLtT4bNY_TvilVqMHNuOh9augZkrSkqhYKXTxQOZ8zUNhYctBpLybNpibjikPOIhFJoIRnPB8b3Q_RBgRa1p0EsM4YmSjR3ImdQkLll6OzLoepI2_Eb_i1JhdAkNUyspDM2Ek086-8peCerDMMXB3KuWrsLBMFpmeSyfeBOrYFZZPArhIzeEI4mfRk8S6juoarELlPlA05xbg6X_iNoJPYTNzVEnBUp6UKYPd8NGXWbLTRWrfBLT7jXqvcpcUa4OoqYcdwGK4ztQ3M_gz6bpxVeU_VUjG3Ne78sqVu_m00,,,,,,"37,50%"
13 - 🚦 200_DGT_B8_M00_S013 - Tests et Qualité,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VLTTRXl94NxNAGhOXmnj2XObqwi4Ys27FzGgQwsrecmP20AZDLCQrhgdUhQxXX4Lx05oYpoQPyWZBvRkvcXfDf65898z_Ahxgw--hfA-TwAirCHbhPgZxvoiDFxrg5jFI5LMrV2l8m0s9SOF03F3CZRQMFXca8UV-FGjCNPFyvCy7yr-nyxf2M4mZEjhLPR45GnEu_9AsOeO1YTnTMDQBiV6CjeTu97gjhwZKXPmEWout_olDKP-sZ4QgU9pPKDqns1oFXYzEKdOtYr8S9_LwUa-g_Eu_sz7txtgb3Xw2IzU3CwEJqzEFaqkRZ-DpZzT-O_pay4P7CCjEd600Z-tIfDirYzU-8YNV_zczlfyDXhymyTk8U-5D3abs5hdCIyZPZnzFHr7pAf11oL2RShDsYeXmm6r1xkAtstMaBt_21DqL37QFX0BMbM442Z9OY7OIo9_CWprxz4bEL5SO1-GbsGDCzR80goajQXxARchpLeMfiIOv_GHRK45kWDw-QjHb2F8c1McRfHLv08fX2LQHuPTIkm7LE8htFW0JONhWokiqReFJuRHGR5GRObfL3m50fyXE2mCXuzPOx6cpHUB3gZs2nSFF4ZctRr3kum2XtJUjKBwC9Vf2e_5Ua_5P6hJBgD43apHQaKM3pajY3z3harRUYx8RhD6sFm7beOUmQTnM9GfMwp8YUsspfRaAsJwu7Cc_xPP5rPn6ZMZOh6jH6L9w-2QFvbTJWdwCdXZIVZFAD1cVIpe90GtnabSfFlVN5nFGldO8Kja1kPUKwN4aCLUP-xPwDlNao3djJLYPDMe2Y7RUZ9A4OJhHLaZV7OsFGdmaN8EOHOIZRSb8FOWL-hN5aL2xPKLmw_UOcKIp1rPVB2g3hLfL4Deqqq-N4DsHHpw1dmWTQyHFD6oBQINClf1jV97Z3g70BUrlpxasJd8PbJLgWzvQUuHFavwISZbyurSXXr1BHKNtWu9weFILCQYHOI0fx14RPecolwiz6JuUXQ8RlwzLBgD-D1iM4ZyOebVYNm-7KIHsx922S_tlXYRpNy5WWkM5Eu6euOCkJkozt_Gw4H9S3na9Vh059UpqYk7yJfkrg5e3Xw85HU4rgNKRh5kt06pQwsOGpLHuCQe4chL990hqkZ4yDRwloXjs2MG2tH1dCZ4eYXREZ3jLdrqptAUvs-6kwxyrbHK4EgaXNUqHzC_Jx-DBby5kvNRB2L41imUw3rJbCb1zc0uTcC7v8psXNUz17p9_fZARekPVTt0GzyqJh4SnCnNJZPVQeHCTwGZMAEaoBmei95kytjqXjX1eGavG7V8dGppnfUE7eAx3pExHljWR1rK19JGass5AJaVtzhezkoIVy4k__dFR_lmSJxlmyJCKvetvhvrWix5RUF04BgdM884EckVdc8dBWrp41IKrtNRajn1JdEnAkXBsv4wCe_FS-aWj_W7GKHagYWsNvpduKESQMs1AU6HzWDX2svtqnpmKT3o0Vh2uceBBWop8kUYWesoGgZrSoiTvM_En-U1zircxLejIg8PByBCiUnZTZVyR3gS3IDKDOsnOGP6DmR07cA-ObduRD1NonessbIXjWbgh9Lplkf5j4fW1fLLiMSbo9mP7v-dZceMqIWfgRmEBTHqhXuR5k8M3xZzgEW9ESn88OaZdgjk0lxQ6g6Ia5ql2RgUZ7F8GfyudfZZyGABpyTv8IbiJeym3xqPCj_coZRQCFJL1zMAwwMCTneVqhorggGGpg5OleZ8OfMcCDVxOAcY4jFZyue2r9-tZtxG-4Zt-W3_u_KbP3MwrY8qkrlMEMCw6vuDuuoQuF9T4zNFMp6r4d9Hv5thduwcKr_GorVZ2MHxtQNewj3RXsxlVObW0nIT2rZrlBjtuZvyNbXgV41sSNSBVu4BMY8Vtotyowr_IVRk9cOsHurCRTs7l6dY-z-GFrEexj7to6NtFyR_0000,,,,,,"37,50%"
14 - 📱 201_DGT_B8_M00_S014 - UX et Prototypage,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VLRTRXit4xttKn38XLTElbZoPoTg4HJHZvIehM8Zoa_G8Z1excXtQYwv8Rcgd28FqEi-G6-jtlKPzeNw21tIAtjDjOKXQqcUmpapEXpkS-kuSGMgjE3btZFhhYHyizUCnyWpmmlsonvZIgSG7XYRQkL6Mch37lG6_Y_CVeyAcjb1Tp0OJc-n2_mCh7SIncSyJL5bh7SKXdDkCbIirmsZrxfIwKWR1UOEiCQYAjvZwd9sTE9nN-XZj7QlxXGDkRZCZ6St2iRztl19DrBxFaS7zrKT7TrNrG_xVzbxTjXKOkyXEpZe7RF_iRz-_-rFTjJjdOzVl3aVzi_dtUxveXkMtdvWuDYPqKwxgv9dS710n8S_FfWUzwV3taVQOlQOZRGIK3hKoXEIoRgiDmQ19jbRXn8jTr2P3d4V1kveSZmPVMIdH2beCH0fOxcFoe7X8anaKbzm2VSfGsxh3J1R6NO1LgEoNfy1Qq4vj6smrtQMSmlMx-qCNt6KGK8Rynf43eO-hBfJof8WP8Nmitt4U9MYivs8-8DMlgx9PwqeGi65qUnhbWDFmJnYGfkIg4kj7PYO-XuDBCbzm98bIgzkwJcbv08AoiEoUYFhJNYCkMVS25qPosvBjIIrZkeToaWnhQWtYXlKn8tAGIu47sxECrLPodt5LRPJaYaNAFsMBDtdGjJNDW8CX01hyQ919GPiIQ5n1PqOwLpGkFB0_mZJrDvd4A56fjwasr3HscIvHC65NsbCEHq-FHu7KqQkdB5avWksvF_coUdq_vDkgAz3O2ka_2GqhXHm0IQx3no3nKonfLR1hWgaTo9ObzSRXvygQCEzf8QmkB8EYX2slJwaSAY9V4rK7rReejIMUpTG2Pe2aIGR4HV-DDl0uBxMzRK1hwIaKMPucUym1auNABO997u8v9kv9i-9IlhdKvDnXPRcEn6v_dNhJ1PszvbQbhm3uRH1a8T3T0KlEt7sfpw36vcKJlYbTsemnQpWiTXKNm3xC6Q7x2pNJjjSb_GyaxAopd0A6jVZ4fp8MJBdudGHgn-iAmCisVOpiA7C4jO-qSP2uvFZQR2Gzz2SKtxE0Nl9A_e_hZTBL1WybRmSjztJduHkk72c4ewYXANssWk3KaBeLq9BxnYgsr1hv_CeEn7wPMWa7ZmDFUGVud3oVOPWsHXMA7O3pZKT6w2g6kjOKXhK9XmtMt3ZobmhE5nCJkF0P8jBfyijpG0vt0L7MgHlMADrNBdRSlK7Jqv2kTuzRjyJNlaRiCxUbcWu-Mhor2DVuGfujGvz3zDw4uvsWBLnGsvj6y0Ii9ygf4dRYQ1pVGLAtGSNpG_NFg0IOcRuLU_nIgFzPK1VQOMEbXINdJY3hPdtEQrUMTWHFxaADuwu35U4WOoRT5TrPTiegok3ExcDk77DySwv37UJa2ZiORXtI08gqctgFrpCVC4_KnvIEvPeavgRNWR1cpi9pQbdvJg5RLDuawFogdOJAqhkSeHekdKkefKPbPRlphUj4grurzoOQpXuqX_rlRxWBV1tVDZBcskaYw9IACB4rcHqoa-c9u719QOtu9548WP86_EQd6sAIe9X4kpsTI82pRLonYFskQJ2XEkPsUtP8uj5-AOlUGPdGYiV8XZB45u6EaVVWcQBqqwi-LkYuh99YQM-E-KQrplAfoZo6q_yr6P4gEOLjxX1BcMrZW1KqMe5riiKfhxsDak-EvizeXxlgdHxf_Z6-1nKshmu_mq0,,,,,,"37,50%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,,,,"0,00%"
,,,,,QQOQCCP,,,
,,,,,infographie,,,
